Filename,File_Size,Index_of_Coincidence,Entropy,Nasty_Sig_Count,Super_Nasty_Sig_Count,Eval_Uses,Compression_Ratio,Longest_Word_Length,NonPrintableChars,ObfuscatedPHP,PasswordProtection,HiddenInAFile,DangerousPHP,DodgyPHP,SuspiciousEncoding,DodgyStrings,CloudflareBypass,Websites,Label
Dx.txt,111606,0.022355584269061594,5.916469036491234,64,0,1,0.304929842481587,5034,0,2,0,0,56,5,0,5,0,0,1
nixrem.php.php.txt,67751,0.02733262459871797,5.321325406682406,52,0,1,0.32489557349707016,337,0,9,0,0,50,7,0,50,0,2,1
r57.php,98732,0.026912636907467785,5.925023267423973,18,0,1,0.26259976502045945,126,0,32,0,0,76,12,0,46,0,0,1
gif.php,703,0.026593395014447647,5.47279777412692,0,0,0,0.6415362731152204,46,0,0,0,0,0,0,0,0,0,0,1
weevely_375.php,695,0.03552754338316091,5.313315545927792,0,0,0,0.7194244604316546,80,0,4,0,0,0,0,0,0,0,0,1
c99_w4cking.txt,143062,0.03473460969161525,5.554759239185259,98,0,2,0.2348492262096154,422,0,65,0,0,104,8,0,64,0,2,1
weevely_1.php,769,0.03822943758127438,5.2659892346210455,0,0,0,0.6905071521456437,89,0,4,0,0,0,0,0,0,0,0,1
weevely_460.php,749,0.03852552065856079,5.2898570705092975,0,0,0,0.7089452603471295,116,0,1,0,0,0,0,0,0,0,0,1
ak74shell.php.php.txt,19593,0.03491745946557236,5.368973082535052,50,0,0,0.23559434491910375,178,13,3,0,0,9,1,0,0,0,0,1
Mysql interface v1.0.php.txt,33796,0.03683257565636983,5.457857702322923,1,0,0,0.19031838087347616,118,0,0,0,0,1,0,0,0,0,0,1
weevely_185.php,769,0.042689369310793236,5.159204055912236,0,0,0,0.6892067620286085,93,0,4,0,0,0,0,0,0,0,0,1
weevely_90.php,769,0.04284514521022974,5.1990272952273395,0,0,0,0.7022106631989596,85,0,4,0,0,0,0,0,0,0,0,1
list.php,557,0.047033827157304677,5.18657713348827,0,0,0,0.5763016157989228,23,0,0,0,0,0,0,0,0,0,0,1
weevely_3.php,675,0.037529398835036816,5.224118267753367,0,0,0,0.7096296296296296,100,0,1,0,0,0,0,0,0,0,0,1
weevely_374.php,779,0.04174490398672083,5.1668809415965065,0,0,0,0.6842105263157895,82,0,5,0,0,0,0,0,0,0,0,1
weevely_455.php,762,0.04001848651967124,5.207374027743605,0,0,0,0.7020997375328084,92,0,4,0,0,0,0,0,0,0,0,1
priv8-2012-bypass-shell.php.txt,137439,0.01781027538109997,6.011098849962856,74,0,2,0.3680905710897198,109,0,2,0,0,39,7,0,13,0,0,1
PHP reflection.php.txt,581,0.028155683325961963,5.053007057881941,4,0,2,0.576592082616179,79,0,1,0,0,5,3,0,0,0,0,1
weevely_331.php,749,0.03982493592169238,5.228992122235423,0,0,0,0.6969292389853138,116,0,1,0,0,0,0,0,0,0,0,1
2008.php.php.txt,66983,0.029843939462808874,5.496649607231127,31,0,0,0.3006583760058522,193,0,12,0,0,46,1,0,4,0,0,1
weevely_274.php,779,0.04402189874963287,5.135734291392537,0,0,0,0.6803594351732991,83,0,5,0,0,0,0,0,0,0,0,1
weevely_156.php,769,0.042157699393151275,5.16921753231488,0,0,0,0.6892067620286085,90,0,4,0,0,0,0,0,0,0,0,1
Worse Linux Shell.php,2455,0.03474405642228408,5.404414296253825,3,0,0,0.3788187372708758,60,0,0,0,0,4,1,0,2,0,0,1
Safe_Mode Bypass PHP 4.4.2 and PHP 5.1.2.txt,5306,0.028745364289817547,5.63748676363582,2,0,0,0.3782510365623822,55,0,0,0,0,0,4,0,4,0,0,1
weevely_177.php,742,0.04005660013604403,5.189380201429586,0,0,0,0.6846361185983828,115,0,1,0,0,0,0,0,0,0,0,1
Fatalshell.php.php.txt,16375,0.029687676515645266,5.5401103957257005,25,0,1,0.2989923664122137,144,0,12,0,0,19,5,0,0,0,0,1
SimShell 1.0 - Simorgh Security MGZ.php.txt,5164,0.04993426533580039,5.59734127516594,13,0,0,0.35592563903950425,56,0,0,0,0,2,0,0,0,0,0,1
MySQL Web Interface Version 0.8.php,34501,0.032097207012273116,5.477911905906806,1,0,0,0.1948639169879134,118,0,0,0,0,1,0,0,0,0,0,1
weevely_244.php,762,0.046388748055638904,5.090429479874781,0,0,0,0.6850393700787402,25,0,4,0,0,0,0,0,0,0,0,1
a.php,5159,0.059426709881300055,5.49298834754038,9,0,0,0.42469470827679784,62,0,0,0,0,2,1,0,0,0,0,1
Russian.php.php.txt,5107,0.028534777859556403,5.518913000375417,14,0,1,0.38378695907577837,91,0,0,0,0,9,3,0,0,0,0,1
php_niu_1.php,217,0.07117255504352278,4.405413757244644,1,0,0,0.543778801843318,75,0,0,0,0,2,1,0,0,0,0,1
weevely_347.php,749,0.041863304370176276,5.174609155070674,0,0,0,0.6969292389853138,118,0,1,0,0,0,0,0,0,0,0,1
weevely_87.php,779,0.041249905125218214,5.189877458712628,0,0,0,0.6842105263157895,80,0,5,0,0,0,0,0,0,0,0,1
weevely_479.php,772,0.04224377196696303,5.161906157425992,0,0,0,0.689119170984456,79,0,5,0,0,0,0,0,0,0,0,1
cybershell.php.php.txt,35152,0.025064486822369905,5.692669106318298,12,0,0,0.2880632680928539,1046,0,0,0,0,7,1,0,5,0,0,1
weevely_404.php,678,0.03680997634017856,5.236641800892807,0,0,0,0.7153392330383481,94,0,3,0,0,1,0,0,0,0,0,1
weevely_71.php,749,0.04781062807450933,5.083431317878763,0,0,0,0.6822429906542056,116,0,1,0,0,0,0,0,0,0,0,1
weevely_179.php,749,0.04313416105609619,5.14795061687208,0,0,0,0.6955941255006676,114,0,1,0,0,0,0,0,0,0,0,1
weevely_363.php,769,0.03889317837017772,5.211758387020503,0,0,0,0.6983094928478544,89,0,4,0,0,0,0,0,0,0,0,1
PH Vayv.txt,24678,0.04591166481033009,5.397233514234818,0,0,0,0.11722992138747063,61,0,0,0,0,1,0,0,0,0,0,1
weevely_12.php,759,0.038986863008888935,5.230758265036899,0,0,0,0.7009222661396575,102,0,3,0,0,0,0,0,0,0,0,1
backdoor1.php.txt,5765,0.05723613925715314,5.531028507187128,14,0,0,0.3458803122289679,84,0,8,0,0,2,0,0,0,0,0,1
weevely_106.php,695,0.03577633570377128,5.310547164162142,0,0,0,0.7237410071942446,80,0,4,0,0,0,0,0,0,0,0,1
weevely_234.php,752,0.03886661755956597,5.272197239495294,0,0,0,0.7047872340425532,100,0,3,0,0,0,0,0,0,0,0,1
CrystalShell v.1.txt,40682,0.03182695780290604,5.605834088412673,25,0,0,0.23752519541812103,110,0,0,0,0,42,10,0,43,0,0,1
c99-bd.txt,170920,0.02886213489340927,5.795341630676517,103,0,3,0.26935993447226775,422,0,88,0,0,86,6,0,34,0,6,1
weevely_36.php,678,0.03738948946201139,5.2527632916987415,0,0,0,0.7050147492625368,94,0,3,0,0,0,0,0,0,0,0,1
c99shell_v1.0.php.php.txt,139506,0.026931610697630393,5.838883020134172,45,0,3,0.30332028729947097,1274,0,42,0,0,49,6,0,48,0,6,1
weevely_204.php,742,0.039027176067891065,5.238962757200906,0,0,0,0.7102425876010782,114,0,1,0,0,0,0,0,0,0,0,1
r577.php.php.txt,86594,0.02634568412875868,5.984286118273321,22,0,1,0.24792710811372612,126,0,35,0,0,49,7,0,44,0,0,1
weevely_128.php,772,0.040637621553328895,5.177788895535507,0,0,0,0.689119170984456,84,0,5,0,0,0,0,0,0,0,0,1
wso2.php.txt,75329,0.08416135594058408,5.636472164204756,20,0,3,0.2486957214353038,784,0,9,0,0,65,10,0,34,0,4,1
weevely_305.php,749,0.04202037654484054,5.156988017625369,0,0,0,0.6929238985313751,118,0,1,0,0,0,0,0,0,0,0,1
weevely_215.php,759,0.039459641731065385,5.211733156096876,0,0,0,0.6930171277997365,107,0,3,0,0,0,0,0,0,0,0,1
icesword.php,157083,0.02063997793621764,5.826550686419451,87,0,0,0.3505089665972766,39941,15,61,0,0,68,6,0,27,0,0,1
ctt_sh.php.txt,130394,0.025329679690851592,5.842189744438552,27,0,3,0.3192018037639769,386,3,43,0,0,52,6,0,26,0,0,1
fuckphpshell.txt,9478,0.07750551122726844,5.727010808492732,11,0,0,0.30597172399240347,62,0,0,0,0,10,2,0,5,0,0,1
b374k.v1.txt,20980,0.01472061738982616,6.219787539412772,3,0,0,0.6621067683508103,79,0,0,0,0,2,7,0,3,0,2,1
weevely_321.php,759,0.0470519117989578,5.093125306258038,0,0,0,0.6851119894598156,107,0,3,0,0,0,0,0,0,0,0,1
php-backdoor.php,2800,0.03925636706987189,5.571982561985423,2,0,0,0.41214285714285714,64,0,0,0,0,2,1,0,0,0,0,1
weevely_335.php,742,0.04691336468893569,5.07830840119717,0,0,0,0.6886792452830188,114,0,1,0,0,0,0,0,0,0,0,1
weevely_349.php,779,0.0393953093907884,5.219555393765198,0,0,0,0.6970474967907574,82,0,5,0,0,0,0,0,0,0,0,1
array_intersect_uassoc-headers-accept-r.php,234,0.02630130956311214,5.450630481902502,0,0,0,0.8376068376068376,49,0,0,0,0,0,0,0,0,0,0,1
weevely_241.php,749,0.04299493799218923,5.1424016024091745,0,0,0,0.6809078771695594,118,0,1,0,0,0,0,0,0,0,0,1
mysql.txt,52388,0.09766915657549292,5.4859264202281635,51,0,0,0.18383981064365884,416,0,10,0,0,127,2,0,13,0,0,1
c99.php,150555,0.028968883606639687,5.7850833315915535,65,0,2,0.2840822290857162,422,0,78,0,0,71,5,0,45,0,4,1
img.php.php.txt,81299,0.02753846787260377,5.7852941425793825,41,0,0,0.2627953603365355,8867,0,7,0,1,37,5,0,34,0,0,1
weevely_423.php,668,0.03638150984388046,5.292403074445843,0,0,0,0.7200598802395209,100,0,1,0,0,0,0,0,0,0,0,1
weevely_443.php,779,0.04097600575518676,5.190095685379663,0,0,0,0.6854942233632862,83,0,5,0,0,0,0,0,0,0,0,1
weevely_16.php,769,0.0389879984828782,5.215259633815446,0,0,0,0.6931079323797139,91,0,4,0,0,0,0,0,0,0,0,1
weevely_82.php,685,0.03551030861826098,5.312504788426514,0,0,0,0.7138686131386861,92,0,3,0,0,0,0,0,0,0,0,1
weevely_93.php,749,0.04147062393351563,5.214767316062854,0,0,0,0.6969292389853138,114,0,1,0,0,0,0,0,0,0,0,1
weevely_221.php,752,0.04362977023543077,5.146222747364054,0,0,0,0.6914893617021277,102,0,3,0,0,0,0,0,0,0,0,1
Liz0ziM Private Safe Mode Command Execuriton Bypass Exploit.txt,1340,0.03640498032615117,5.095150118752539,8,0,0,0.4253731343283582,63,0,0,0,0,8,4,0,7,0,0,1
weevely_69.php,762,0.03982534377683736,5.206487680951935,0,0,0,0.6916010498687664,85,0,4,0,0,0,0,0,0,0,0,1
g00nv13.php,31801,0.03792030391829378,5.855049565413281,24,0,0,0.31863777868620485,106,0,4,0,0,12,5,0,7,0,6,1
wso2.php,50779,0.029392556699692172,5.500043925424074,17,0,1,0.2813761594359873,156,0,11,0,0,56,11,0,36,0,5,1
simple-backdoor.php,328,0.05418811068844633,5.320069125017754,1,0,0,0.6707317073170732,57,0,0,0,0,1,0,0,3,0,0,1
tiamo.php.decode.txt,66807,0.031058430137524386,5.637467014364191,23,0,3,0.2803448740401455,784,0,9,0,0,66,14,0,37,0,6,1
Mysql interface v1.0.txt,33796,0.03683257565636983,5.457857702322923,1,0,0,0.19031838087347616,118,0,0,0,0,1,0,0,0,0,0,1
aioshell.php,33190,0.07532227863914988,5.423325845838594,60,0,0,0.2006025911419102,61,0,0,0,0,22,1,0,31,0,0,1
ru24_post_sh.php.txt,520,0.028316288720912998,5.374346463456741,3,0,0,0.6480769230769231,51,0,0,0,0,3,0,0,4,0,0,1
weevely_249.php,752,0.04386704252486047,5.1564332997263715,0,0,0,0.699468085106383,101,0,3,0,0,0,0,0,0,0,0,1
Dx.php.php.txt,111606,0.022355584269061594,5.916469036491234,64,0,1,0.304929842481587,5034,0,2,0,0,56,5,0,5,0,0,1
weevely_381.php,668,0.03651168427762167,5.277884223061665,0,0,0,0.7110778443113772,101,0,1,0,0,0,0,0,0,0,0,1
weevely_53.php,752,0.042004277983964645,5.151734139121562,0,0,0,0.6901595744680851,25,0,3,0,0,0,0,0,0,0,0,1
weevely_342.php,688,0.038429640161131984,5.2655020727731845,0,0,0,0.7107558139534884,79,0,4,0,0,0,0,0,0,0,0,1
bug.php,32,0.010080645161290322,4.6875,0,0,0,1.25,23,0,0,0,0,0,2,0,0,0,0,1
kral.txt,10010,0.05786029336833613,5.454889777373348,4,0,0,0.2822177822177822,91,0,0,0,0,4,0,0,2,0,0,1
backup.php.php.txt,1264,0.025350281126913017,5.744099532318813,0,0,0,0.5735759493670886,61,0,0,0,0,0,0,0,0,0,0,1
weevely_485.php,695,0.03625733419028466,5.296722048509486,0,0,0,0.7194244604316546,80,0,4,0,0,0,0,0,0,0,0,1
weevely_200.php,749,0.038996737182553566,5.227629894038646,0,0,0,0.6955941255006676,114,0,1,0,0,0,0,0,0,0,0,1
SsEs.php.php.txt,189911,0.035694822132554094,5.767137029760769,110,0,3,0.28924601523871707,11579,0,85,0,0,112,8,0,44,0,7,1
weevely_123.php,752,0.03878162450066578,5.249916293273814,0,0,0,0.7021276595744681,104,0,3,0,0,0,0,0,0,0,0,1
weevely_88.php,762,0.04007022118293032,5.237280473847432,0,0,0,0.7034120734908137,89,0,4,0,0,0,0,0,0,0,0,1
weevely_124.php,772,0.03888026451079615,5.258766293736067,0,0,0,0.6968911917098446,84,0,5,0,0,0,0,0,0,0,0,1
phpbackdoor15.php.txt,3865,0.034327684614539895,5.536605998293584,1,0,0,0.38369987063389394,85,0,0,0,0,1,1,0,0,0,0,1
mysql.php.txt,51962,0.09911383539579167,5.467366702221141,51,0,0,0.18259497324968246,91,0,10,0,0,127,2,0,13,0,0,1
weevely_436.php,762,0.042384485119386354,5.176110576869837,0,0,0,0.6916010498687664,92,0,4,0,0,0,0,0,0,0,0,1
jHn.php,63664,0.026442353251638472,5.706971028717851,26,0,1,0.23928750942447852,727,0,50,0,0,49,8,0,0,0,0,1
weevely_395.php,749,0.042948530304220245,5.160435252569563,0,0,0,0.6835781041388518,114,0,1,0,0,0,0,0,0,0,0,1
weevely_324.php,685,0.035484697144320655,5.315717027500307,0,0,0,0.7197080291970803,90,0,3,0,0,0,0,0,0,0,0,1
weevely_153.php,769,0.041006312310359776,5.206516744999011,0,0,0,0.6957087126137841,31,0,4,0,0,0,0,0,0,0,0,1
Macker's Private PHPShell.php,38230,0.04260263090798682,5.464972218140041,11,0,0,0.2538582265236725,89,0,0,0,0,12,1,0,2,0,0,1
weevely_307.php,678,0.035794739066591724,5.33790851594444,0,0,0,0.7168141592920354,91,0,3,0,0,0,0,0,0,0,0,1
weevely_67.php,769,0.03903879497182488,5.223436071224646,0,0,0,0.6957087126137841,92,0,4,0,0,0,0,0,0,0,0,1
weevely_225.php,779,0.04241480244595437,5.125612717488204,0,0,0,0.6893453145057766,31,0,5,0,0,0,0,0,0,0,0,1
KAdot Universal Shell v0.1.6.php,4656,0.030948091570684552,5.387751214416152,14,0,1,0.3707044673539519,39,0,0,0,0,9,3,0,0,0,0,1
weevely_370.php,698,0.03642298347810716,5.292127494997006,0,0,0,0.7077363896848138,73,0,5,0,0,0,0,0,0,0,0,1
phpspy_2005_lite.php,20551,0.0343116881425652,5.292677151258346,27,0,0,0.30329424358911977,91,0,0,0,0,42,8,0,0,0,0,1
uploader.txt,279,0.02679147004976664,5.361862194237476,0,0,0,0.7706093189964157,29,0,0,0,0,0,0,0,0,0,0,1
WSO_base64.php,84128,0.02063735549383096,5.754663920633985,3,0,0,0.34802919360973755,84009,0,1,0,0,1,0,0,0,0,0,1
过各大杀软的pHp一句话.php,489,0.06452361226180613,4.143894741878901,0,0,0,0.5132924335378323,346,0,35,0,0,0,0,0,0,0,0,1
r57.1.4.0.php,53064,0.01549267012138378,6.026064434467414,2,0,0,0.7555593245891753,52559,0,0,0,0,2,6,0,0,0,0,1
wso2_pack.php,24753,0.015527536168527992,6.021883174323261,0,0,0,0.7586151173595119,24560,0,0,0,0,0,1,0,0,0,0,1
weevely_325.php,749,0.03877183838701156,5.236577503675923,1,0,0,0.6929238985313751,116,0,1,0,0,0,0,0,0,0,0,1
牛X的pHp一句话.php,94,0.017844886753603295,5.272924455774821,1,0,1,1.0638297872340425,84,0,0,0,0,1,2,0,0,0,0,1
weevely_486.php,742,0.039936561287107465,5.205230223721267,0,0,0,0.6886792452830188,116,0,1,0,0,0,0,0,0,0,0,1
weevely_343.php,769,0.04404055591677503,5.141350107292037,0,0,0,0.6775032509752926,90,0,4,0,0,0,0,0,0,0,0,1
php读取iis.txt,942,0.07432351633871903,5.3842106576091115,0,0,0,0.37791932059447986,54,0,0,0,0,0,2,0,0,0,0,1
weevely_401.php,772,0.04710254497557173,5.12111770512682,0,0,0,0.6748704663212435,81,0,5,0,0,0,0,0,0,0,0,1
mailer3.php.txt,7180,0.03525762427631505,5.377073025137233,0,0,0,0.26615598885793873,91,0,0,0,0,0,0,0,0,0,0,1
moon.php,121668,0.05637712171588279,4.322204561224343,19,0,0,0.5598020843607193,113105,4,0,0,0,0,0,0,12,0,0,1
gzismexv.php,85801,0.02002919424138291,5.8149533215162235,1,0,0,0.560296500040792,70,0,0,0,0,0,0,0,0,0,0,1
weevely_498.php,705,0.035670535138620243,5.3218967594097855,0,0,0,0.7063829787234043,76,0,5,0,0,0,0,0,0,0,0,1
job.php.txt,17092,0.020237083078488885,6.1783142818716295,0,0,0,0.3114907559091973,316,0,0,0,0,0,0,0,0,0,0,1
r57shell1.40.txt,159573,0.026667010294842867,5.78973268475924,53,0,1,0.2265608843601361,416,0,38,0,0,155,22,0,112,0,0,1
weevely_230.php,749,0.053575890849117895,5.075470143254197,0,0,0,0.6862483311081442,118,0,1,0,0,0,0,0,0,0,0,1
s72 Shell v1.1 Coding.txt,5121,0.043182789006053504,5.284703509504452,4,0,0,0.3009177894942394,453,0,0,0,0,1,2,0,0,0,0,1
weevely_115.php,668,0.036601459749167335,5.279487970475875,0,0,0,0.7155688622754491,100,0,1,0,0,0,0,0,0,0,0,1
mof提权带回显带清楚命令版本.php,2963,0.03137024426627483,5.413304818232726,4,0,0,0.4252446844414445,78,0,0,0,0,1,0,0,6,0,0,1
lolipop.txt,13776,0.035477286572191624,5.582661475957961,2,0,0,0.21544715447154472,416,0,1,0,0,5,3,0,13,0,0,1
weevely_273.php,688,0.0357553908127687,5.331097304169639,0,0,0,0.7194767441860465,79,0,4,0,0,0,0,0,0,0,0,1
weevely_224.php,749,0.040628145905770977,5.194022670718626,0,0,0,0.6809078771695594,114,0,1,0,0,1,0,0,0,0,0,1
r57_Mohajer22.php,114318,0.029494724845355594,6.074146599139001,28,0,1,0.25481551461712065,168,0,46,0,0,73,8,0,74,0,0,1
weevely_24.php,749,0.03942511584072882,5.200794898059521,0,0,0,0.6862483311081442,118,0,1,0,0,0,0,0,0,0,0,1
simattacker.txt,12415,0.032522009986905645,5.44921327157293,7,0,0,0.3126057188884414,416,0,0,0,0,5,0,0,6,0,0,1
wso-4.2.0.php,88611,0.07578059121975578,5.69314355086481,26,0,3,0.251887463181772,1128,4,12,0,0,74,14,0,36,0,5,1
weevely_267.php,752,0.04342791172054282,5.133401908848449,0,0,0,0.6888297872340425,104,0,3,0,0,0,0,0,0,0,0,1
ironshell.txt,18370,0.12439623299686613,5.462841618417904,17,0,1,0.25617855198693523,92,0,0,0,0,37,1,0,0,0,0,1
weevely_105.php,742,0.042962995296659645,5.1472594474932345,0,0,0,0.7008086253369272,114,0,1,0,0,0,0,0,0,0,0,1
weevely_145.php,769,0.04312621911573472,5.158149567969689,0,0,0,0.6918075422626788,90,0,4,0,0,0,0,0,0,0,0,1
weevely_146.php,675,0.0365710517639301,5.264352134877332,0,0,0,0.717037037037037,100,0,1,0,0,0,0,0,0,0,0,1
2mv2.txt,63228,0.018090953515267003,6.14891648370051,67,0,0,0.32869931043208706,160,0,0,0,0,44,3,0,21,0,0,1
weevely_144.php,762,0.03917003804222238,5.21989470026749,0,0,0,0.6929133858267716,93,0,4,0,0,0,0,0,0,0,0,1
matamu.txt,3801,0.04820005815644082,5.418133692130867,4,0,0,0.42672980794527754,43,0,0,0,0,2,1,0,0,0,0,1
s-u.php,8998,0.03045816156794677,5.466156863163315,0,0,0,0.29673260724605466,58,0,0,0,0,4,0,0,0,0,0,1
weevely_388.php,759,0.03987679942710343,5.199263806765446,0,0,0,0.696969696969697,105,0,3,0,0,0,0,0,0,0,0,1
RedhatC99 [login=redhat-pass=root],131456,0.03571706851286239,5.4936853005347785,83,0,2,0.24020965189873417,422,0,64,0,0,80,6,0,30,0,3,1
weevely_4.php,759,0.041872203739818745,5.212203274841127,0,0,0,0.7048748353096179,104,0,3,0,0,0,0,0,0,0,0,1
phpshell.php,8686,0.056767002161115014,5.575824563524145,22,0,0,0.376813262721621,62,0,0,0,0,2,0,0,0,0,0,1
PHPJackal.php,99189,0.026766620381181286,5.605192010586882,86,0,0,0.23503614312070895,333,0,5,0,0,115,17,0,46,0,0,1
ctt_sh.php.php.txt,130394,0.025329679690851592,5.842189744438552,27,0,3,0.3192018037639769,386,3,43,0,0,52,6,0,26,0,0,1
weevely_322.php,759,0.042035590504100315,5.168965600913516,0,0,0,0.6930171277997365,107,0,3,0,0,0,0,0,0,0,0,1
weevely_239.php,678,0.036884049445976744,5.269983585377365,0,0,0,0.7109144542772862,93,0,3,0,0,0,0,0,0,0,0,1
weevely_129.php,749,0.04292354154916002,5.188229860246231,0,0,0,0.6995994659546061,114,0,1,0,0,0,0,0,0,0,0,1
weevely_344.php,769,0.04415908105765063,5.11467286409949,0,0,0,0.6866059817945384,89,0,4,0,0,0,0,0,0,0,0,1
weevely_453.php,769,0.040366276549631555,5.207072565067574,0,0,0,0.6918075422626788,92,0,4,0,0,0,0,0,0,0,0,1
SaiProbe_v1.0.php,11554,0.08508809034337554,5.18213824441784,6,0,1,0.2974727367145577,353,0,1,0,0,22,0,0,4,0,0,1
mysql.php.php.txt,51962,0.09911383539579167,5.467366702221141,51,0,0,0.18259497324968246,91,0,10,0,0,127,2,0,13,0,0,1
weevely_462.php,695,0.03580121493583231,5.301209799743126,0,0,0,0.7237410071942446,80,0,4,0,0,0,0,0,0,0,0,1
weevely_447.php,752,0.041327874890217296,5.189562783570268,0,0,0,0.699468085106383,107,0,3,0,0,0,0,0,0,0,0,1
404.php.txt,107183,0.08285001548107007,5.537896878436018,27,0,3,0.21862608809232809,784,0,8,0,0,75,16,0,1967,0,4,1
bypass-waf-2015-06-16-02.php,88,0.03369905956112853,4.7310492019133354,0,0,0,0.875,37,0,0,0,0,1,0,0,0,0,0,1
r57shell.php,101469,0.02706213574523859,5.985542840384978,25,0,1,0.2477998206348737,126,0,41,0,0,65,7,0,56,0,0,1
weevely_157.php,749,0.039257334199610174,5.2140555216328055,0,0,0,0.69826435246996,116,0,1,0,0,0,0,0,0,0,0,1
general.php,126885,0.021986889458176524,5.744270029942664,0,0,0,0.32196083067344444,103,0,2,0,0,1,0,0,0,0,0,1
weevely_188.php,752,0.039309289741337794,5.223149980415416,0,0,0,0.7007978723404256,103,0,3,0,0,0,0,0,0,0,0,1
simple-backdoor.php.txt,328,0.05418811068844633,5.320069125017754,1,0,0,0.6707317073170732,57,0,0,0,0,1,0,0,3,0,0,1
weevely_383.php,769,0.0385646944083225,5.230166810549259,0,0,0,0.6905071521456437,88,0,4,0,0,0,0,0,0,0,0,1
backdoorfr.php.txt,8987,0.03808649489527755,5.4773173902507075,6,0,1,0.3266941137198175,72,0,3,0,0,5,0,0,4,0,0,1
weevely_411.php,698,0.03597489034050968,5.315718472496524,0,0,0,0.7206303724928367,76,0,5,0,0,0,0,0,0,0,0,1
weevely_110.php,678,0.0358905983799776,5.317754215825207,0,0,0,0.7227138643067846,90,0,3,0,0,0,0,0,0,0,0,1
Dive Shell 1.0 - Emperor Hacking Team.php,5512,0.04778416514378553,5.611432728352259,12,0,0,0.34361393323657474,43,0,0,0,0,2,0,0,0,0,0,1
sql.php.txt,34391,0.03214081119991148,5.48120166925964,1,0,0,0.19173621005495625,118,0,0,0,0,1,0,0,0,0,0,1
weevely_353.php,678,0.036234820459863266,5.279647883307675,0,0,0,0.7094395280235988,90,0,3,0,0,0,0,0,0,0,0,1
weevely_464.php,749,0.046671854808193455,5.113012482918064,0,0,0,0.6875834445927904,116,0,1,0,0,0,0,0,0,0,0,1
weevely_284.php,762,0.04121183275218061,5.215022932535397,0,0,0,0.7007874015748031,93,0,4,0,0,0,0,0,0,0,0,1
AntiSecShell.v0.5.txt,190502,0.03056664126324246,5.922322560623299,41,0,2,0.2949470346768013,15439,0,84,0,0,106,8,0,27,0,7,1
weevely_457.php,705,0.03530786589297227,5.351430389544269,0,0,0,0.7177304964539007,73,0,5,0,0,1,0,0,0,0,0,1
wacking.php.php.txt,142739,0.03479245487456426,5.551689900979727,98,0,2,0.2343648197058968,422,0,65,0,0,104,8,0,65,0,2,1
ex0shell.txt,41885,0.028499534181885867,5.600900157407307,45,0,0,0.2725796824638892,1323,0,10,0,0,107,5,0,20,0,0,1
weevely_481.php,779,0.042530302180304985,5.137535289651524,0,0,0,0.6829268292682927,84,0,5,0,0,0,0,0,0,0,0,1
weevely_426.php,742,0.04409790805024171,5.163705810908084,0,0,0,0.6940700808625337,115,0,1,0,0,0,0,0,0,0,0,1
wso-4.2.1.php,77535,0.03007183101729428,5.691014943332365,26,0,3,0.28191139485393696,1128,4,12,0,0,74,14,0,36,0,5,1
mysql_1.php,3195,0.02162113430601,5.863480617440252,3,0,0,0.4450704225352113,124,0,14,0,0,0,0,0,0,0,0,1
