@relation backdoor_webshells_features_full_pca

@attribute  pc1     real
@attribute  pc2     real
@attribute  pc3     real
@attribute  pc4     real
@attribute  Label   {0, 1}
@data
9.094268665689168030e-01,-3.297210728157669302e-02,5.238048021812734267e-02,-9.556553940425048521e-02,1.000000000000000000e+00
9.062496314990537982e-01,-1.867932519369095920e-02,5.293986036908290838e-02,-9.482724907576219053e-02,1.000000000000000000e+00
9.063809978458610139e-01,-1.929369632994280478e-02,4.371671273127779311e-02,-9.854578453418610939e-02,1.000000000000000000e+00
9.089618597733237770e-01,-2.976102056690779762e-02,5.886873657339123517e-02,-9.294918279347805234e-02,1.000000000000000000e+00
9.047237005938851828e-01,-1.195817141537711646e-02,4.081730718725625623e-02,-9.962265260984040638e-02,1.000000000000000000e+00
9.090026334005237851e-01,-2.973241957305423899e-02,6.723133096426262001e-02,-8.949756956210502823e-02,1.000000000000000000e+00
9.105249237472423651e-01,-3.588116835648872543e-02,6.562367441995475836e-02,-9.021695437746192481e-02,1.000000000000000000e+00
9.087723284164828108e-01,-2.883742402274840425e-02,6.077998488466360844e-02,-9.183521996600566006e-02,1.000000000000000000e+00
9.082708653141288169e-01,-2.873795657107728468e-02,4.215643537075161595e-02,-9.950669694990156577e-02,1.000000000000000000e+00
9.073336487853451704e-01,-2.289596941079291917e-02,4.781684369433918114e-02,-9.723415208297984946e-02,1.000000000000000000e+00
9.081666604714428992e-01,-2.597915686740889796e-02,4.373733005863634365e-02,-9.872433178806783172e-02,1.000000000000000000e+00
9.083887665812482304e-01,-2.830905373545657827e-02,3.866735227123313523e-02,-1.005312783356826639e-01,1.000000000000000000e+00
9.094057784535533040e-01,-3.091468549788845346e-02,6.549307981593019412e-02,-9.037973103990507018e-02,1.000000000000000000e+00
9.094113597573046937e-01,-3.081834533091658973e-02,6.597638947745518290e-02,-9.019709985524676510e-02,1.000000000000000000e+00
9.065287314217547188e-01,-2.053420709654020515e-02,3.626202137314513824e-02,-1.015947575707497885e-01,1.000000000000000000e+00
9.075203317144002746e-01,-2.455769095886232989e-02,4.979720424764354225e-02,-9.631831754312046578e-02,1.000000000000000000e+00
9.052799214402140748e-01,-1.518626200776826765e-02,4.184333124805079268e-02,-9.903101115557476353e-02,1.000000000000000000e+00
9.067255429326435134e-01,-2.109493726505291128e-02,4.009615681055790637e-02,-1.002240725084891232e-01,1.000000000000000000e+00
9.087072638518325363e-01,-2.879670888493168421e-02,5.860770870882632544e-02,-9.299158287078190810e-02,1.000000000000000000e+00
9.078954704969274259e-01,-2.617157435498574866e-02,4.271358116202651073e-02,-9.934211274882409626e-02,1.000000000000000000e+00
9.080414491643541419e-01,-2.844449461400042067e-02,4.411503697015402292e-02,-9.854227283656245839e-02,1.000000000000000000e+00
9.094268665689149156e-01,-3.297210728157703996e-02,5.238048021812731492e-02,-9.556553940425030480e-02,1.000000000000000000e+00
9.062496314990537982e-01,-1.867932519369095920e-02,5.293986036908290838e-02,-9.482724907576219053e-02,1.000000000000000000e+00
9.063809978458610139e-01,-1.929369632994280478e-02,4.371671273127779311e-02,-9.854578453418610939e-02,1.000000000000000000e+00
9.089618597733237770e-01,-2.976102056690779762e-02,5.886873657339123517e-02,-9.294918279347805234e-02,1.000000000000000000e+00
9.047237005938851828e-01,-1.195817141537711646e-02,4.081730718725625623e-02,-9.962265260984040638e-02,1.000000000000000000e+00
9.090026334005237851e-01,-2.973241957305423899e-02,6.723133096426262001e-02,-8.949756956210502823e-02,1.000000000000000000e+00
9.105249237472423651e-01,-3.588116835648872543e-02,6.562367441995475836e-02,-9.021695437746192481e-02,1.000000000000000000e+00
9.087723284164828108e-01,-2.883742402274840425e-02,6.077998488466360844e-02,-9.183521996600566006e-02,1.000000000000000000e+00
9.082708653141288169e-01,-2.873795657107728468e-02,4.215643537075161595e-02,-9.950669694990156577e-02,1.000000000000000000e+00
9.073336487853451704e-01,-2.289596941079291917e-02,4.781684369433918114e-02,-9.723415208297984946e-02,1.000000000000000000e+00
9.083724132567990717e-01,-2.862537195883928243e-02,4.369740216960109336e-02,-9.896401915671806937e-02,1.000000000000000000e+00
9.071506517323788543e-01,-2.263814885856793233e-02,3.999318032917676541e-02,-1.003889441694853224e-01,1.000000000000000000e+00
9.093873803177705550e-01,-3.072031391515258822e-02,6.714745776977990022e-02,-8.970196047866293987e-02,1.000000000000000000e+00
9.116884266838135575e-01,-1.856178149444804096e-02,7.778907267922741120e-02,-6.422705344842034869e-02,1.000000000000000000e+00
9.064987043324134186e-01,3.323505659703833697e-03,6.757310099546601223e-02,-5.756763218523183734e-02,1.000000000000000000e+00
9.064987043324134186e-01,3.323505659703833697e-03,6.757310099546601223e-02,-5.756763218523183734e-02,1.000000000000000000e+00
9.064244380191158745e-01,3.717385108607844640e-03,6.765253994422706918e-02,-5.747860678658260614e-02,1.000000000000000000e+00
9.064244380191158745e-01,3.717385108607844640e-03,6.765253994422706918e-02,-5.747860678658260614e-02,1.000000000000000000e+00
9.008369013947644666e-01,4.046248604444463784e-03,7.002480239351052682e-02,-8.518604844779829877e-02,1.000000000000000000e+00
9.119714738508126750e-01,-4.131043950738347986e-02,7.555074271688400067e-02,-8.496997313266310692e-02,1.000000000000000000e+00
9.064972155831148015e-01,3.875424027225236965e-03,6.894947476042150025e-02,-5.683614923865338425e-02,1.000000000000000000e+00
8.949719768142826437e-01,3.346155127170627464e-02,-5.167719413881435853e-02,-1.163517419366280475e-01,1.000000000000000000e+00
9.085574248613056403e-01,-2.854337366901248466e-02,5.416433427070594525e-02,-9.475867034351682927e-02,1.000000000000000000e+00
9.110077450560021273e-01,-3.927382063984292265e-02,5.839715002999255888e-02,-9.342370682352232891e-02,1.000000000000000000e+00
9.077018673117193126e-01,-2.295968743989358282e-02,6.407311291103592876e-02,-9.074393966026907121e-02,1.000000000000000000e+00
9.083331166403783019e-01,-2.622370939934814960e-02,5.472598070943925086e-02,-9.468154314254971504e-02,1.000000000000000000e+00
9.063172046739902399e-01,-1.958041864785907762e-02,4.756145133545461312e-02,-9.670177377819552667e-02,1.000000000000000000e+00
9.085689491174023802e-01,-2.757374427209137446e-02,6.018178224289502665e-02,-9.240021507594614603e-02,1.000000000000000000e+00
9.071251961769749572e-01,-2.196909166841280389e-02,4.161428925349953956e-02,-9.979042420135453284e-02,1.000000000000000000e+00
9.062658502901520530e-01,-1.770797040152641277e-02,4.189097217143295665e-02,-9.959731901643814611e-02,1.000000000000000000e+00
9.040212895879163879e-01,-8.022424831851431709e-03,4.191966809502212926e-02,-9.857674136106421570e-02,1.000000000000000000e+00
9.080969540545386076e-01,-2.581390192477458698e-02,6.060481763960177959e-02,-9.209507658526623619e-02,1.000000000000000000e+00
9.095027843940051149e-01,-3.303149114721348756e-02,5.272251092138075662e-02,-9.532786269138179835e-02,1.000000000000000000e+00
9.068671147605507077e-01,-2.036718967288365587e-02,6.136877747954820606e-02,-9.157029616936208927e-02,1.000000000000000000e+00
9.067278840063816014e-01,-2.052057450580972373e-02,3.832177468547247334e-02,-1.010499299378695703e-01,1.000000000000000000e+00
9.065439890429085601e-01,-1.906019495016997647e-02,3.876708469904752846e-02,-1.009298979447542099e-01,1.000000000000000000e+00
9.086839908206539862e-01,-2.990070852812664465e-02,5.051184805216238360e-02,-9.618774118370283788e-02,1.000000000000000000e+00
9.074065274133609194e-01,-2.428930174187123384e-02,3.821497154028329762e-02,-1.009502701516974549e-01,1.000000000000000000e+00
9.084704442476199127e-01,-2.845921485727589614e-02,4.880054619264980603e-02,-9.664465588042453481e-02,1.000000000000000000e+00
9.058894747467587383e-01,-1.707861324942015757e-02,5.087589857668482762e-02,-9.563074621439705825e-02,1.000000000000000000e+00
9.091345899102347694e-01,-3.163194670436057787e-02,5.335674782208318923e-02,-9.511593616859301270e-02,1.000000000000000000e+00
9.066464189219460845e-01,-2.104086788689290763e-02,3.141762910401393188e-02,-1.037886321192596217e-01,1.000000000000000000e+00
9.099433394975398048e-01,-3.384269158176595599e-02,6.281164917878837017e-02,-9.150877066641600888e-02,1.000000000000000000e+00
9.077276924285356818e-01,-2.355700411350653695e-02,6.332934111796681420e-02,-9.069421028259561091e-02,1.000000000000000000e+00
9.068487139375631667e-01,-2.045704766086324511e-02,5.005031874867710284e-02,-9.626303338083959382e-02,1.000000000000000000e+00
9.090488745179996499e-01,-2.981151918957476721e-02,5.950241552023464303e-02,-9.260192540680793616e-02,1.000000000000000000e+00
9.075206313416925852e-01,-2.485881026090495244e-02,4.862289480449298595e-02,-9.676386738558420686e-02,1.000000000000000000e+00
9.065742145653120643e-01,-2.086207693427112944e-02,4.868420179450939217e-02,-9.654984180819325967e-02,1.000000000000000000e+00
9.087085159785578403e-01,-2.887837973313558959e-02,5.615915752110068465e-02,-9.400075472116860287e-02,1.000000000000000000e+00
9.081458480257049715e-01,-2.699054374248939861e-02,5.176664434550977412e-02,-9.565135941612208648e-02,1.000000000000000000e+00
8.949719768142826437e-01,3.346155127170627464e-02,-5.167719413881435853e-02,-1.163517419366280475e-01,1.000000000000000000e+00
9.122242584207804761e-01,-2.143588216551703396e-02,-1.027541898059361643e-02,-4.888673934435253804e-02,1.000000000000000000e+00
9.122242584207804761e-01,-2.143588216551703396e-02,-1.027541898059361643e-02,-4.888673934435253804e-02,1.000000000000000000e+00
8.949719768142826437e-01,3.346155127170627464e-02,-5.167719413881435853e-02,-1.163517419366280475e-01,1.000000000000000000e+00
9.122242584207804761e-01,-2.143588216551703396e-02,-1.027541898059361643e-02,-4.888673934435253804e-02,1.000000000000000000e+00
9.122242584207804761e-01,-2.143588216551703396e-02,-1.027541898059361643e-02,-4.888673934435253804e-02,1.000000000000000000e+00
9.110077450560021273e-01,-3.927382063984292265e-02,5.839715002999255888e-02,-9.342370682352232891e-02,1.000000000000000000e+00
9.077018673117193126e-01,-2.295968743989358282e-02,6.407311291103592876e-02,-9.074393966026907121e-02,1.000000000000000000e+00
9.083331166403783019e-01,-2.622370939934814960e-02,5.472598070943925086e-02,-9.468154314254971504e-02,1.000000000000000000e+00
9.063172046739902399e-01,-1.958041864785907762e-02,4.756145133545461312e-02,-9.670177377819552667e-02,1.000000000000000000e+00
9.085689491174023802e-01,-2.757374427209137446e-02,6.018178224289502665e-02,-9.240021507594614603e-02,1.000000000000000000e+00
9.071251961769749572e-01,-2.196909166841280389e-02,4.161428925349953956e-02,-9.979042420135453284e-02,1.000000000000000000e+00
9.062658502901520530e-01,-1.770797040152641277e-02,4.189097217143295665e-02,-9.959731901643814611e-02,1.000000000000000000e+00
9.040212895879163879e-01,-8.022424831851431709e-03,4.191966809502212926e-02,-9.857674136106421570e-02,1.000000000000000000e+00
9.095027843940051149e-01,-3.303149114721348756e-02,5.272251092138075662e-02,-9.532786269138179835e-02,1.000000000000000000e+00
9.068671147605507077e-01,-2.036718967288365587e-02,6.136877747954820606e-02,-9.157029616936208927e-02,1.000000000000000000e+00
9.067278840063816014e-01,-2.052057450580972373e-02,3.832177468547247334e-02,-1.010499299378695703e-01,1.000000000000000000e+00
9.065439890429085601e-01,-1.906019495016997647e-02,3.876708469904752846e-02,-1.009298979447542099e-01,1.000000000000000000e+00
9.086839908206539862e-01,-2.990070852812664465e-02,5.051184805216238360e-02,-9.618774118370283788e-02,1.000000000000000000e+00
9.074065274133609194e-01,-2.428930174187123384e-02,3.821497154028329762e-02,-1.009502701516974549e-01,1.000000000000000000e+00
9.084704442476199127e-01,-2.845921485727589614e-02,4.880054619264980603e-02,-9.664465588042453481e-02,1.000000000000000000e+00
9.058894747467587383e-01,-1.707861324942015757e-02,5.087589857668482762e-02,-9.563074621439705825e-02,1.000000000000000000e+00
9.091345899102347694e-01,-3.163194670436057787e-02,5.335674782208318923e-02,-9.511593616859301270e-02,1.000000000000000000e+00
9.066464189219460845e-01,-2.104086788689290763e-02,3.141762910401393188e-02,-1.037886321192596217e-01,1.000000000000000000e+00
9.099433394975398048e-01,-3.384269158176595599e-02,6.281164917878837017e-02,-9.150877066641600888e-02,1.000000000000000000e+00
9.077276924285356818e-01,-2.355700411350653695e-02,6.332934111796681420e-02,-9.069421028259561091e-02,1.000000000000000000e+00
9.068487139375631667e-01,-2.045704766086324511e-02,5.005031874867710284e-02,-9.626303338083959382e-02,1.000000000000000000e+00
9.090488745179996499e-01,-2.981151918957476721e-02,5.950241552023464303e-02,-9.260192540680793616e-02,1.000000000000000000e+00
9.075206313416925852e-01,-2.485881026090495244e-02,4.862289480449298595e-02,-9.676386738558420686e-02,1.000000000000000000e+00
9.058894747467587383e-01,-1.707861324942015757e-02,5.087589857668482762e-02,-9.563074621439705825e-02,1.000000000000000000e+00
9.091345899102347694e-01,-3.163194670436057787e-02,5.335674782208318923e-02,-9.511593616859301270e-02,1.000000000000000000e+00
9.066464189219460845e-01,-2.104086788689290763e-02,3.141762910401393188e-02,-1.037886321192596217e-01,1.000000000000000000e+00
9.099433394975398048e-01,-3.384269158176595599e-02,6.281164917878837017e-02,-9.150877066641600888e-02,1.000000000000000000e+00
9.077276924285356818e-01,-2.355700411350653695e-02,6.332934111796681420e-02,-9.069421028259561091e-02,1.000000000000000000e+00
9.065742145653120643e-01,-2.086207693427112944e-02,4.868420179450939217e-02,-9.654984180819325967e-02,1.000000000000000000e+00
9.087085159785578403e-01,-2.887837973313558959e-02,5.615915752110068465e-02,-9.400075472116860287e-02,1.000000000000000000e+00
9.081458480257049715e-01,-2.699054374248939861e-02,5.176664434550977412e-02,-9.565135941612208648e-02,1.000000000000000000e+00
-1.026177520839778590e-01,-6.920914910661701835e-02,-2.404233426142149063e-02,-3.733958420535139159e-03,0.000000000000000000e+00
-1.084847597299788413e-01,-4.211905422396863830e-02,-4.730577749167938495e-02,-4.709287209156487529e-04,0.000000000000000000e+00
-1.013626475353321954e-01,-8.975087204966950005e-02,-1.177104406158533262e-01,-3.795018078893441088e-02,0.000000000000000000e+00
-1.302290436802705786e-01,9.772656105516981662e-02,1.905578496042474590e-01,7.576689404070383049e-02,0.000000000000000000e+00
-1.217426251217742922e-01,4.787282507100332207e-02,-1.122134590496632750e-01,-4.010891868699386492e-02,0.000000000000000000e+00
-9.677461940571217835e-02,-8.908166032141207058e-02,1.828068321452230513e-02,3.941004070462971950e-03,0.000000000000000000e+00
-9.292529230782958782e-02,-1.068914968216083117e-01,3.190313279923488732e-02,9.085907324347724731e-03,0.000000000000000000e+00
-1.296055221791901080e-01,7.666739118661838881e-02,-1.448194895169084839e-01,-6.122271293732367559e-02,0.000000000000000000e+00
-2.929261693059181937e-01,9.484893007198241799e-01,-2.834276175211000379e-02,-6.909185775429468879e-03,0.000000000000000000e+00
-1.101685991038166140e-01,-2.005128366761056366e-02,1.075766395410280990e-01,4.202600257650281057e-02,0.000000000000000000e+00
-8.505519636696670660e-02,-1.321159629380257716e-01,7.033516130320703608e-02,2.238186399390000234e-02,0.000000000000000000e+00
-1.193196363777367097e-01,2.158371157630691040e-02,1.285341778890176090e-01,5.215169871482481373e-02,0.000000000000000000e+00
-1.029640827246118273e-01,-3.069990608485303335e-02,2.579672688393464530e-01,1.004382516411185255e-01,0.000000000000000000e+00
-9.880092915501510753e-02,-8.583589126692137139e-02,-2.163427014808836160e-02,-1.147949447026845940e-02,0.000000000000000000e+00
-9.887603128031455246e-02,-8.553655846515731409e-02,-2.207131739887265368e-02,-1.164435567627452109e-02,0.000000000000000000e+00
-1.086469628822755717e-01,-4.505844985622044913e-02,-4.857053057486714065e-02,-1.500816510297829642e-02,0.000000000000000000e+00
-1.083715494598521678e-01,-4.668370978921149855e-02,-6.196001791047542340e-02,-1.404968448083127909e-02,0.000000000000000000e+00
-1.203540099739146552e-01,1.161153896905475595e-02,-1.958098265579690314e-02,-4.095479837638997186e-03,0.000000000000000000e+00
-1.081348095168887524e-01,-4.985144671075810580e-02,-4.433989215471800804e-02,-1.537742001025771237e-02,0.000000000000000000e+00
-1.066091503882891089e-01,-5.278698193746315936e-02,-4.458423739468394403e-02,-1.387254437348266374e-02,0.000000000000000000e+00
-1.066946534217569215e-01,-5.083641743705875904e-02,-3.130072943876121422e-02,-1.424352069289996393e-02,0.000000000000000000e+00
-1.002768017063816464e-01,-6.714343908974944319e-02,-6.993430989608384607e-02,1.718529890640176083e-02,0.000000000000000000e+00
-1.105178057834138861e-01,-3.638852143497859487e-02,-5.278031978288023202e-02,-2.055093323968288851e-02,0.000000000000000000e+00
-1.130066559515573860e-01,-1.832454433170784686e-02,5.636809410999898615e-03,2.376420580248383811e-03,0.000000000000000000e+00
-9.887377512390098377e-02,-5.751294969023488385e-02,-8.478148403889848583e-02,4.848360777115898884e-02,0.000000000000000000e+00
-1.102430477587881957e-01,-3.923094224055947293e-02,-6.691895128964209238e-02,-1.968679774782270894e-02,0.000000000000000000e+00
-1.083831168602619743e-01,-4.124905702907979976e-02,-3.365176988749200154e-02,-1.362503353296439998e-02,0.000000000000000000e+00
-9.647377830469253124e-02,-8.726508809141085565e-02,-4.090724933974327487e-02,-3.725464299766821120e-03,0.000000000000000000e+00
-1.047504779690918569e-01,-5.254241392113913334e-02,2.318197730239003954e-02,7.143564704646112977e-03,0.000000000000000000e+00
-1.065464948171304105e-01,-5.243830975045135623e-02,-3.623129383663614700e-02,-1.618170556375178246e-02,0.000000000000000000e+00
-1.008597983708296592e-01,-8.433790508514929507e-02,-8.196222207616349342e-02,-3.521641394509682915e-02,0.000000000000000000e+00
-9.952982388451042661e-02,-7.774500716036035486e-02,-4.080225506452017648e-02,-8.423259241129197120e-03,0.000000000000000000e+00
-9.729869785462380571e-02,-8.942123613496194556e-02,-5.003417880329778800e-02,-2.408426515481070299e-02,0.000000000000000000e+00
-1.074154882586560583e-01,-4.901547747810244132e-02,-4.562009292564950247e-02,-1.988166368046909160e-02,0.000000000000000000e+00
-1.032017259529291742e-01,-7.415567537199177495e-02,-7.950696546899460593e-02,-3.361483708578096030e-02,0.000000000000000000e+00
-1.097213094360690866e-01,-3.133321205339492654e-02,-7.467896706987843178e-03,-4.683413081575848493e-03,0.000000000000000000e+00
-1.066598201865855133e-01,-5.638815275225133455e-02,-7.549834730333036814e-02,-3.187618769879057429e-02,0.000000000000000000e+00
-1.119315952895810484e-01,-3.679366150685824122e-02,-8.206300178271574985e-02,-3.298087502811369170e-02,0.000000000000000000e+00
-1.118375696948533810e-01,-3.307675070063693240e-02,-5.932524923490785362e-02,-2.430094006151452268e-02,0.000000000000000000e+00
-1.096276287586630954e-01,-4.425858428829749364e-02,-8.117771877394662494e-02,-2.707564429421983193e-02,0.000000000000000000e+00
-1.043532962363435956e-01,-6.003899347803308417e-02,-5.455582814249036738e-02,-1.864588830957065665e-02,0.000000000000000000e+00
-1.046932875384197076e-01,-5.780165443934396491e-02,8.537333364312352235e-03,1.768021043784401931e-03,0.000000000000000000e+00
-1.032078675921718203e-01,-6.735392723386073033e-02,-3.484409327314227228e-02,-1.614252483337684507e-02,0.000000000000000000e+00
-1.054536739498175696e-01,-6.315393850416249621e-02,-7.923287504452929120e-02,-3.283363390602869053e-02,0.000000000000000000e+00
-1.027908783400448556e-01,-5.508047426912969502e-02,6.801626814884036143e-02,2.461760664756025216e-02,0.000000000000000000e+00
-1.214660715283148729e-01,4.067509461986789504e-03,-9.587663820655113744e-02,-3.471573522142992752e-02,0.000000000000000000e+00
-1.112186332455190191e-01,-3.539550225204488032e-02,-7.164064906585566883e-02,-2.390420306682535315e-02,0.000000000000000000e+00
-9.921980637265929992e-02,-8.777854665652581878e-02,-4.765537518502210856e-02,-2.012550530339059229e-02,0.000000000000000000e+00
-1.057228059260729575e-01,-5.451695579378866563e-02,-7.326894692471007386e-02,-7.094484626537054736e-03,0.000000000000000000e+00
-1.132261359763608033e-01,-2.025048827527857823e-02,-7.006610297920999597e-02,-2.953223078749989128e-02,0.000000000000000000e+00
-1.103948861133268455e-01,-3.939059437008314568e-02,-5.128561464075845344e-02,-2.121655844702843158e-02,0.000000000000000000e+00
-1.067612847598103099e-01,-5.707144800211969016e-02,-5.406132389764370383e-02,-2.113848053867497384e-02,0.000000000000000000e+00
-1.090159931796497728e-01,-4.876576302653277267e-02,-5.587333823647938624e-02,-2.289089182068983902e-02,0.000000000000000000e+00
-9.892389354532200862e-02,-6.101417606869479621e-02,-8.825900399058438095e-02,4.482021537830870733e-02,0.000000000000000000e+00
-1.089914090173763894e-01,-4.164751289242631105e-02,-6.573290388228424097e-02,-8.404494810991498116e-03,0.000000000000000000e+00
-1.113470145612597550e-01,-3.248562868683929628e-02,-3.210241837276656129e-02,-1.345562912351763729e-02,0.000000000000000000e+00
-1.093913410586487417e-01,-4.482923665816503783e-02,-4.957565222951669515e-02,-1.809366073624015317e-02,0.000000000000000000e+00
-1.071445921026016046e-01,-4.723044933972255638e-02,-6.989943951204836969e-02,-1.874436266964920597e-03,0.000000000000000000e+00
-1.013906139620781299e-01,-6.675557096562627357e-02,-7.310216822915074908e-02,1.387503397464456964e-03,0.000000000000000000e+00
-1.128259664771615323e-01,-2.377323324915938188e-02,-2.931502006834782806e-02,-1.234888207367505764e-02,0.000000000000000000e+00
-1.014146014132786405e-01,-6.410989117792115222e-02,-4.505648182677110536e-02,-2.236504964509431273e-02,0.000000000000000000e+00
-1.095038345543038888e-01,-4.677403687458333431e-02,-5.452236872193022554e-02,-2.057574317265357944e-02,0.000000000000000000e+00
-1.029390413033312857e-01,-7.008309486693936607e-02,-7.418207704443460782e-02,-2.255411069902275162e-02,0.000000000000000000e+00
-1.090767846425005350e-01,-3.855394166612283874e-02,-2.115690351728704080e-02,-7.418868198030906247e-03,0.000000000000000000e+00
-1.022176229745599130e-01,-5.757325337496559114e-02,-4.924935285613013525e-02,1.196935516842686890e-02,0.000000000000000000e+00
-1.043526333033284181e-01,-5.314028059462406334e-02,-7.764302215013851871e-02,4.713957444043659004e-03,0.000000000000000000e+00
-1.070858100540558744e-01,-3.963239754826644590e-02,-7.134851624611297793e-02,1.154410951291617859e-02,0.000000000000000000e+00
-1.112275508661718232e-01,-3.704636493006836784e-02,-5.876164325842099523e-02,-2.398642220715633405e-02,0.000000000000000000e+00
-1.023976372682325470e-01,-7.453233312519963460e-02,-4.605837003307122063e-02,-2.042211328554720262e-02,0.000000000000000000e+00
-1.034097920387429814e-01,-6.265229858404854080e-02,-6.881611200655791960e-02,-6.507848024717164184e-03,0.000000000000000000e+00
-1.066275365091039207e-01,-5.103014564115804230e-02,-2.902769809506268103e-02,-1.168200571783399415e-02,0.000000000000000000e+00
-1.064441830511143605e-01,-5.769231098497521609e-02,-5.559700547892732631e-02,-2.356636163974574344e-02,0.000000000000000000e+00
-1.081852169680075637e-01,-4.994327219083453256e-02,-5.260986087285042523e-02,-2.120872308682011237e-02,0.000000000000000000e+00
-1.046888647514364196e-01,-6.190540468743044311e-02,-7.572895576680400975e-02,-1.944996160591868500e-02,0.000000000000000000e+00
-1.112873419827755533e-01,-3.537402205752967349e-02,-4.602242359539297084e-02,-1.888617607367682610e-02,0.000000000000000000e+00
-1.074695467086268785e-01,-4.074115954167024933e-02,-7.132259942749558101e-02,4.960266575324626982e-03,0.000000000000000000e+00
-1.053220525314216144e-01,-5.681408450765056822e-02,-3.907617781810577423e-02,-4.752374362994005695e-03,0.000000000000000000e+00
-1.121705176522807546e-01,-2.887694880536819872e-02,-3.396292119495975675e-02,-1.165023173053282741e-02,0.000000000000000000e+00
-1.308418779994614534e-01,6.010325981818346458e-02,-1.721108495109909334e-02,-4.873449882370248232e-03,0.000000000000000000e+00
-9.200528175621060234e-02,-1.169372814780366282e-01,-6.677240305834088174e-02,-1.819346154268471072e-02,0.000000000000000000e+00
-1.032666704260358642e-01,-4.961168513431916255e-02,-8.342785291865990882e-02,2.153710646451458682e-02,0.000000000000000000e+00
-1.123200294420274997e-01,-2.938581151490763863e-02,-5.446282639706852974e-02,-1.999515571190447344e-02,0.000000000000000000e+00
-1.030156486499451407e-01,-6.121501655535995651e-02,-8.778999987410286351e-03,-6.339082380365393919e-03,0.000000000000000000e+00
-1.030816046776385081e-01,-7.246172638448483694e-02,-6.701134427003201111e-02,-2.113247020548341196e-02,0.000000000000000000e+00
-1.043043637858104278e-01,-6.263540936484383870e-02,-6.110766159884149090e-02,-1.310605967973052510e-02,0.000000000000000000e+00
-9.741648230097799122e-02,-8.025590119453063220e-02,6.960793502342287054e-02,2.458339503032726248e-02,0.000000000000000000e+00
-1.041332803437496068e-01,-5.727512566618438855e-02,2.620774220842407923e-02,8.600190246668677416e-03,0.000000000000000000e+00
-1.102292807491280224e-01,-3.093633703482789876e-02,1.236341558929778504e-02,3.948730467819055318e-03,0.000000000000000000e+00
-9.629793005358647240e-02,-8.636013128743835754e-02,5.700398691851512462e-02,2.011626284195682998e-02,0.000000000000000000e+00
-1.114890500316549626e-01,-2.469436403875761507e-02,3.264934576585564602e-02,1.252908811657060459e-02,0.000000000000000000e+00
-1.135162703395254657e-01,-2.202445479443828139e-02,-2.067203930036086088e-02,-3.391337247730882160e-03,0.000000000000000000e+00
-1.120001559535435676e-01,-2.751317898165250506e-02,-9.512684026447157382e-03,-4.216300063525338718e-03,0.000000000000000000e+00
-1.099907028280255328e-01,-5.083036107093896749e-02,-5.232487925953943630e-02,-2.029626280170075681e-02,0.000000000000000000e+00
-1.073613587985550177e-01,-4.602029161372329924e-02,-4.549028061602833350e-02,-5.180859134917435195e-03,0.000000000000000000e+00
-1.023491158981111870e-01,-2.952369757172256665e-02,2.060738026879664342e-01,7.810468242064731725e-02,0.000000000000000000e+00
-9.914193392110004499e-02,-4.456676412433484974e-02,1.976225169268223947e-01,7.416053479842492357e-02,0.000000000000000000e+00
-1.091968248255199142e-01,-4.064908707262130522e-02,1.366674241722976718e-02,5.087664557962445766e-03,0.000000000000000000e+00
